0,0,1000
0,1,1000
0,2,1000
0,3,1000
0,4,1000
0,5,1000
0,6,1000
0,7,1000
0,8,1000
0,9,1000
0,10,1000
0,11,1000
0,12,1000
0,13,1000
0,14,1000
0,15,1000
0,16,1000
0,17,1000
0,18,1000
0,19,1000
0,20,1000
0,21,1000
0,22,1000
0,23,1000
0,24,1000
0,25,1000
0,26,1000
0,27,1000
0,28,1000
0,29,1000
0,30,1000
0,31,1000
0,32,1000
0,33,1000
0,34,1000
0,35,1000
0,36,1000
0,37,1000
0,38,1000
0,39,1000
0,40,1000
0,41,1000
0,42,1000
0,43,1000
0,44,1000
0,45,1000
0,46,1000
0,47,1000
0,48,1000
0,49,1000
1,0,1000
1,1,1000
1,2,1000
1,3,1000
1,4,1000
1,5,1000
1,6,1000
1,7,1000
1,8,1000
1,9,1000
1,10,1000
1,11,1000
1,12,1000
1,13,1000
1,14,1000
1,15,1000
1,16,1000
1,17,1000
1,18,1000
1,19,1000
1,20,1000
1,21,1000
1,22,1000
1,23,1000
1,24,1000
1,25,1000
1,26,1000
1,27,1000
1,28,1000
1,29,1000
1,30,1000
1,31,1000
1,32,1000
1,33,1000
1,34,1000
1,35,1000
1,36,1000
1,37,1000
1,38,1000
1,39,1000
1,40,1000
1,41,1000
1,42,1000
1,43,1000
1,44,1000
1,45,1000
1,46,1000
1,47,1000
1,48,1000
1,49,1000
2,0,1000
2,1,1000
2,2,1000
2,3,1000
2,4,1000
2,5,1000
2,6,1000
2,7,1000
2,8,1000
2,9,1000
2,10,1000
2,11,1000
2,12,1000
2,13,1000
2,14,1000
2,15,1000
2,16,1000
2,17,1000
2,18,1000
2,19,1000
2,20,1000
2,21,1000
2,22,1000
2,23,1000
2,24,1000
2,25,1000
2,26,1000
2,27,1000
2,28,1000
2,29,1000
2,30,1000
2,31,1000
2,32,1000
2,33,1000
2,34,1000
2,35,1000
2,36,1000
2,37,1000
2,38,1000
2,39,1000
2,40,1000
2,41,1000
2,42,1000
2,43,1000
2,44,1000
2,45,1000
2,46,1000
2,47,1000
2,48,1000
2,49,1000
3,0,1000
3,1,1000
3,2,1000
3,3,1000
3,4,1000
3,5,1000
3,6,1000
3,7,1000
3,8,1000
3,9,1000
3,10,1000
3,11,1000
3,12,1000
3,13,1000
3,14,1000
3,15,1000
3,16,1000
3,17,1000
3,18,1000
3,19,1000
3,20,1000
3,21,1000
3,22,1000
3,23,1000
3,24,1000
3,25,1000
3,26,1000
3,27,1000
3,28,1000
3,29,1000
3,30,1000
3,31,1000
3,32,1000
3,33,1000
3,34,1000
3,35,1000
3,36,1000
3,37,1000
3,38,1000
3,39,1000
3,40,1000
3,41,1000
3,42,1000
3,43,1000
3,44,1000
3,45,1000
3,46,1000
3,47,1000
3,48,1000
3,49,1000
4,0,1000
4,1,1000
4,2,1000
4,3,1000
4,4,1000
4,5,1000
4,6,1000
4,7,1000
4,8,1000
4,9,1000
4,10,1000
4,11,1000
4,12,1000
4,13,1000
4,14,1000
4,15,1000
4,16,1000
4,17,1000
4,18,1000
4,19,1000
4,20,1000
4,21,1000
4,22,1000
4,23,1000
4,24,1000
4,25,1000
4,26,1000
4,27,1000
4,28,1000
4,29,1000
4,30,1000
4,31,1000
4,32,1000
4,33,1000
4,34,1000
4,35,1000
4,36,1000
4,37,1000
4,38,1000
4,39,1000
4,40,1000
4,41,1000
4,42,1000
4,43,1000
4,44,1000
4,45,1000
4,46,1000
4,47,1000
4,48,1000
4,49,1000
5,0,1000
5,1,1000
5,2,1000
5,3,1000
5,4,1000
5,5,1000
5,6,1000
5,7,1000
5,8,1000
5,9,1000
5,10,1000
5,11,1000
5,12,1000
5,13,1000
5,14,1000
5,15,1000
5,16,1000
5,17,1000
5,18,1000
5,19,1000
5,20,1000
5,21,1000
5,22,1000
5,23,1000
5,24,1000
5,25,1000
5,26,1000
5,27,1000
5,28,1000
5,29,1000
5,30,1000
5,31,1000
5,32,1000
5,33,1000
5,34,1000
5,35,1000
5,36,1000
5,37,1000
5,38,1000
5,39,1000
5,40,1000
5,41,1000
5,42,1000
5,43,1000
5,44,1000
5,45,1000
5,46,1000
5,47,1000
5,48,1000
5,49,1000
6,0,1000
6,1,1000
6,2,1000
6,3,1000
6,4,1000
6,5,1000
6,6,1000
6,7,1000
6,8,1000
6,9,1000
6,10,1000
6,11,1000
6,12,1000
6,13,1000
6,14,1000
6,15,1000
6,16,1000
6,17,1000
6,18,1000
6,19,1000
6,20,1000
6,21,1000
6,22,1000
6,23,1000
6,24,1000
6,25,1000
6,26,1000
6,27,1000
6,28,1000
6,29,1000
6,30,1000
6,31,1000
6,32,1000
6,33,1000
6,34,1000
6,35,1000
6,36,1000
6,37,1000
6,38,1000
6,39,1000
6,40,1000
6,41,1000
6,42,1000
6,43,1000
6,44,1000
6,45,1000
6,46,1000
6,47,1000
6,48,1000
6,49,1000
7,0,1000
7,1,1000
7,2,1000
7,3,1000
7,4,1000
7,5,1000
7,6,1000
7,7,1000
7,8,1000
7,9,1000
7,10,1000
7,11,1000
7,12,1000
7,13,1000
7,14,1000
7,15,1000
7,16,1000
7,17,1000
7,18,1000
7,19,1000
7,20,1000
7,21,1000
7,22,1000
7,23,1000
7,24,1000
7,25,1000
7,26,1000
7,27,1000
7,28,1000
7,29,1000
7,30,1000
7,31,1000
7,32,1000
7,33,1000
7,34,1000
7,35,1000
7,36,1000
7,37,1000
7,38,1000
7,39,1000
7,40,1000
7,41,1000
7,42,1000
7,43,1000
7,44,1000
7,45,1000
7,46,1000
7,47,1000
7,48,1000
7,49,1000
8,0,1000
8,1,1000
8,2,1000
8,3,1000
8,4,1000
8,5,1000
8,6,1000
8,7,1000
8,8,1000
8,9,1000
8,10,1000
8,11,1000
8,12,1000
8,13,1000
8,14,1000
8,15,1000
8,16,1000
8,17,1000
8,18,1000
8,19,1000
8,20,1000
8,21,1000
8,22,1000
8,23,1000
8,24,1000
8,25,1000
8,26,1000
8,27,1000
8,28,1000
8,29,1000
8,30,1000
8,31,1000
8,32,1000
8,33,1000
8,34,1000
8,35,1000
8,36,1000
8,37,1000
8,38,1000
8,39,1000
8,40,1000
8,41,1000
8,42,1000
8,43,1000
8,44,1000
8,45,1000
8,46,1000
8,47,1000
8,48,1000
8,49,1000
9,0,1000
9,1,1000
9,2,1000
9,3,1000
9,4,1000
9,5,1000
9,6,1000
9,7,1000
9,8,1000
9,9,1000
9,10,1000
9,11,1000
9,12,1000
9,13,1000
9,14,1000
9,15,1000
9,16,1000
9,17,1000
9,18,1000
9,19,1000
9,20,1000
9,21,1000
9,22,1000
9,23,1000
9,24,1000
9,25,1000
9,26,1000
9,27,1000
9,28,1000
9,29,1000
9,30,1000
9,31,1000
9,32,1000
9,33,1000
9,34,1000
9,35,1000
9,36,1000
9,37,1000
9,38,1000
9,39,1000
9,40,1000
9,41,1000
9,42,1000
9,43,1000
9,44,1000
9,45,1000
9,46,1000
9,47,1000
9,48,1000
9,49,1000
10,0,1000
10,1,1000
10,2,1000
10,3,1000
10,4,1000
10,5,1000
10,6,1000
10,7,1000
10,8,1000
10,9,1000
10,10,1000
10,11,1000
10,12,1000
10,13,1000
10,14,1000
10,15,1000
