1.845212142,3688.579072
1.025659831,2050.294002
1.246601053,2491.955505
1.485338743,2969.192147
1.617874156,3234.130438
1.053318542,2105.583765
1.081505822,2161.930138
1.878686653,3755.494619
1.842886733,3683.930579
1.640758968,3279.877177
1.924418004,3846.91159
1.872118472,3742.364826
1.938396161,3874.853926
1.69466028,3387.6259
1.46491908,2928.373241
1.495310841,2989.126371
1.863019829,3724.176638
1.957786208,3913.61463
1.062822973,2124.583123
1.252904094,2504.555284
1.317715669,2634.113622
1.662609082,3323.555555
1.474774754,2948.074733
1.992892023,3983.791154
1.084207366,2167.330525
1.020508144,2039.99578
1.377598013,2753.818428
1.015211928,2029.408644
1.708642156,3415.57567
1.773327694,3544.88206
1.226333922,2451.44151
1.550807272,3100.063737
1.298568854,2595.839139
1.922964879,3844.006793
1.431389188,2861.346987
1.45071024,2899.96977
1.737421183,3473.104945
1.681414894,3361.148373
1.04650241,2091.958318
1.97063871,3939.306781
1.68298323,3364.283477
1.868947937,3736.026926
1.530895161,3060.259427
1.71928362,3436.847956
1.214515133,2427.815751
1.736939883,3472.142826
1.421828367,2842.234906
1.845304472,3688.76364
1.928153297,3854.378441
1.683301341,3364.919381
1.034172562,2067.310951
1.417291338,2833.165385
1.725134302,3448.54347
1.742287784,3482.83328
1.840422528,3679.004633
1.965856705,3929.747553
1.711808992,3421.906175
1.656702302,3311.747902
1.880507336,3759.134165
1.026057558,2051.089058
1.20869605,2416.183404
1.407350996,2813.294641
1.825037899,3648.25076
1.008713074,2016.417435
1.423880524,2846.337167
1.43833514,2875.231945
1.20018097,2399.161759
1.340694923,2680.049151
1.279998379,2558.71676
1.857695206,3713.532717
1.48891919,2976.349461
1.6194389,3237.258361
1.212417012,2423.621607
1.738342388,3474.946434
1.857216033,3712.57485
1.581512711,3161.443909
1.970716191,3939.461666
1.167216612,2333.266007
1.431306143,2861.18098
1.896883324,3791.869765
1.123253463,2245.383673
1.206962493,2412.718024
1.127544998,2253.962451
1.668434179,3335.199924
1.077340299,2153.603258
1.920005424,3838.090843
1.55748681,3113.416133
1.806731447,3611.656163
1.74446609,3487.187714
1.402817874,2804.23293
1.445519127,2889.592735
1.410868967,2820.327065
1.975315698,3948.65608
1.883929944,3765.975958
1.206112249,2411.018386
1.69870426,3395.709816
1.047584419,2094.121254
1.123714351,2246.304988
1.000636157,2000.271678
1.924596483,3847.26837
1.015435744,2029.856053
1.863352241,3724.841129
1.001255864,2001.510472
1.099606989,2198.11437
1.682994963,3364.306931
1.082634711,2164.186788
1.235309,2469.382691
1.89781635,3793.734883
1.884655766,3767.426877
1.888730649,3775.572568
1.204379436,2407.554492
1.323493585,2645.663677
1.29148906,2581.686632
1.970230362,3938.490494
1.351514636,2701.677758
1.902301745,3802.701188
1.980618923,3959.257227
1.457369767,2913.282164
1.205518007,2409.830496
1.911757887,3821.604017
1.431808425,2862.185042
1.434597884,2867.761171
1.535094461,3068.653827
1.156268382,2311.380495
1.770130177,3538.490223
1.297304794,2593.312283
1.570379986,3139.189593
1.789030922,3576.272814
1.507575102,3013.642629
1.247658267,2494.068875
1.318125009,2634.931894
1.971396311,3940.821226
1.67033943,3339.008521
1.473699856,2945.926012
1.153848587,2306.543326
1.850991515,3700.132039
1.663189683,3324.716175
1.265759078,2530.252396
1.136012937,2270.889861
1.275928589,2550.58125
1.506300155,3011.09401
1.871637119,3741.402601
1.110228389,2219.34655
1.850399132,3698.947866
1.4696069,2937.744194
1.979935737,3957.891538
1.337656774,2673.975891
1.554189507,3106.824825
1.101092571,2201.084049
1.595856391,3190.116925
1.195285042,2389.374799
1.531803502,3062.0752
1.811722291,3621.632859
1.090327934,2179.56554
1.666198653,3330.731108
1.671823943,3341.976062
1.429696361,2857.963026
1.17761934,2354.06106
1.390320278,2779.250236
1.182340147,2363.497955
1.50474865,3007.992552
1.28040862,2559.536832
1.811046989,3620.282931
1.453138849,2904.82456
1.092205328,2183.318451
1.124542277,2247.960012
1.12855313,2255.977707
1.601104875,3200.608645
1.028155367,2055.282579
1.419688567,2837.957445
1.341340727,2681.340113
1.786568517,3571.350465
1.00685838,2012.709902
1.15474405,2308.333356
1.641002438,3280.363874
1.941607981,3881.274353
1.145072363,2288.999654
1.089948622,2178.807295
1.628205864,3254.783521
1.421717306,2842.012894
1.074676075,2148.277474
1.340282454,2679.224626
1.127733084,2254.338435
1.93695686,3871.976764
1.097594232,2194.090869
1.643851543,3286.059234
1.951869659,3901.787449
1.665413079,3329.160745
1.929692501,3857.45531
1.4363218,2871.207278
1.186538399,2371.890259
1.653449385,3305.245321
1.820032999,3638.245965
1.709554088,3417.398622
1.331048015,2660.764982
1.351485253,2701.619021
1.932419732,3862.907043
1.556656867,3111.757077
1.600468326,3199.336183
1.49144542,2981.399395
1.963702274,3925.440846
1.41793243,2834.446928
1.710815929,3419.921042
1.831283869,3660.736454
1.416213419,2831.010625
1.054070309,2107.086547
1.126063938,2251.001812
1.86218525,3722.508314
1.223160661,2445.098161
1.574407624,3147.24084
1.091641716,2182.19179
1.789775522,3577.761268
1.201707269,2402.212831
1.839790807,3677.741822
1.856300603,3710.744905
1.156988977,2312.820965
1.401995674,2802.589352
1.52480549,3048.086175
1.690285742,3378.881199
1.064412589,2127.760765
1.265776013,2530.28625
1.861347535,3720.833722
1.115440983,2229.766525
1.290314157,2579.338001
1.733398989,3465.06458
1.634644255,3267.653866
1.588629138,3175.669646
1.965226637,3928.488046
1.972282729,3942.593175
1.281773712,2562.26565
1.257261308,2513.265355
1.095994233,2190.892473
1.701235686,3400.770137
1.690094925,3378.499755
1.187496546,2373.805595
1.999270226,3996.541182
1.024799686,2048.574573
1.403125339,2804.847553
1.105556338,2210.007119
1.099976027,2198.852077
1.805634417,3609.4632
1.645097075,3288.549054
1.261119641,2520.978163
1.966400255,3930.83411
1.156767727,2312.378687
1.661025593,3320.390161
1.73750438,3473.271255
1.540328546,3079.116763
1.844409001,3686.973594
1.653040646,3304.428251
1.52338532,3045.247254
1.83002287,3658.215717
1.050068982,2099.087895
1.408657055,2815.905454
1.824821208,3647.817595
1.973291545,3944.609799
1.245906008,2490.56611
1.918085545,3834.253004
1.726901977,3452.077053
1.811085137,3620.359188
1.101033655,2200.966275
1.966923784,3931.880644
1.296894907,2592.492919
1.408367294,2815.326221
1.871360566,3740.849772
1.540724084,3079.907444
1.63230041,3262.968519
1.260013653,2518.767292
1.269540737,2537.811934
1.198423118,2395.647813
1.671129338,3340.587548
1.179142689,2357.106235
1.571257305,3140.943352
